20000	1378726
20000	156024
20000	1798689
20000	3935191
20000	4086208
20000	4089642
20000	6180006
20000	6354389
20000	6889149
20000	7284040
20000	7557734
20000	7986324
20000	9405519
21000	888749
21001	361737
20100	1783986
21002	1395729
21002	181062
21002	228057
21002	230505
21002	3021388
21002	342841
21002	3883134
21002	465783
21002	5791611
21002	6722967
21002	7011115
21002	841038
21002	8491033
21002	102053
20100	3269133
21003	291300
21003	59775
21003	667584
21005	174032
21005	43566
21005	3835922
20100	70840
21006	1118782
21006	136457
21006	150548
21006	1433924
21006	1486994
21006	203848
21006	253740
21006	2468303
21006	36801
21006	3137827
21006	342841
21006	361737
21006	3579531
21006	3779117
21006	3797399
21006	3946334
21006	425581
21006	7758301
21006	7836708
21006	1002101
21007	1486994
21007	230505
21007	3021388
21007	342841
21007	361737
21007	7011115
21007	757470
21007	8491033
21008	1486994
21008	361737
21008	4550583
21008	1002101
21009	361737
21009	499157
20010	10057563
20010	1032055
20010	10236453
21010	349034
21010	551218
21010	593054
21010	98750
20101	1032055
21011	150946
20101	1237922
20010	1133985
20101	134878
20101	1276754
21011	3287244
21011	5768262
20101	1903265
20010	1207008
20101	2008211
20101	213728
21012	10207052
21012	1168101
21012	1246449
21012	1451835
21012	1666232
21012	1732919
20101	2227552
21012	229453
21012	2362753
20101	236313
21012	2740558
21012	316595
21012	319345
21012	3182211
21012	3493166
21012	45331
21012	556423
21012	5742787
21012	6473425
20101	36801
21012	6905866
21012	7627805
21012	7637571
20101	2818799
21012	8293180
21012	8611432
21012	96972
21012	18773
21012	888749
20010	1301551
21013	115537
21013	1118424
21013	146813
20101	3170007
21013	2077618
21013	503304
21013	546375
21013	565187
21013	678610
21013	6723598
20010	146745
20010	1397010
21013	103143
21013	108785
20010	1410142
21014	133079
20101	4138319
20101	4444631
21014	7211216
20101	4790621
20101	4792119
20101	4840385
20101	4928746
20101	4999866
20010	1510493
20101	5068319
21015	3287244
21015	4290259
20101	5463875
20101	5875511
20010	1597500
20101	69603
20010	170310
21016	10208049
21016	150946
21016	156986
20101	6161148
21016	168443
21016	2952018
21016	3935191
20101	6421847
21016	4290259
20101	74669
21016	578400
21016	591349
20101	77221
21016	7352018
20101	6746469
20101	6782865
