20000	20010	0.139281
20000	20023	0.197714
20000	20060	0.116306
20000	20068	0.109788
20000	20138	0.125838
20000	20153	0.105560
20000	20155	0.134334
20000	20160	0.103957
20000	20258	0.106570
20000	20259	0.119132
20000	20633	0.169695
20000	20648	0.261582
20000	20660	0.108276
20000	20743	0.210505
20000	20764	0.186104
20000	20759	0.217282
20000	20734	0.591100
20000	20891	0.265429
20000	20850	0.133273
20000	21715	0.103406
20000	23285	0.114685
20000	23289	0.154896
20000	23303	0.225849
20000	23509	0.101790
20000	23455	0.126774
20000	23331	0.397294
20000	23365	0.109861
20001	20039	0.102672
20001	20371	0.194204
20001	20435	0.259531
20001	21931	0.426554
20004	20007	0.135973
20004	20010	0.160262
20004	20012	0.196345
20004	20014	0.128732
20004	20060	0.124314
20004	20100	0.123172
20004	20117	0.100402
20004	20155	0.305386
20004	20171	0.340749
20004	20165	0.221885
20004	20164	0.159244
20004	20177	0.165355
20004	20219	0.285207
20004	20235	0.172948
20004	20527	0.172766
20004	20579	0.140798
20004	20679	0.111441
20004	20743	0.105035
20004	20740	0.132029
20004	20893	0.104756
20004	21533	0.145405
20004	21504	0.145817
20004	21545	0.130955
20004	21543	0.105818
20004	21878	0.177622
20004	21996	0.104181
20004	22055	0.194530
20004	22418	0.210523
20004	22612	0.248279
20005	20057	0.486096
20005	23300	0.147816
20005	23475	0.138851
20005	23441	0.110933
20005	23369	0.103129
20007	20010	0.103438
20007	20012	0.104184
20007	20072	0.417137
20007	20109	0.197862
20007	20155	0.150058
20007	20197	0.272868
20007	20194	0.134933
20007	20220	0.137091
20007	20233	0.105470
20007	20250	0.100005
20007	20273	0.333218
20007	20272	0.405297
20007	20263	0.355351
20007	20317	0.115545
20007	20318	0.177231
20007	20294	0.578229
20007	20298	0.210284
20007	20331	0.105683
20007	20329	0.188780
20007	20390	0.811455
20007	20423	0.164683
20007	20497	0.155407
20007	20625	0.138166
20007	20684	0.114823
20007	20701	0.518344
20007	20743	0.103659
20007	20764	0.104585
20007	20786	0.111389
20007	20980	0.261529
20007	21504	0.123238
20007	21734	0.268517
20007	21877	0.109637
20007	21834	0.160681
20007	22040	0.186065
20007	22027	0.140418
20007	22290	0.246613
20007	22495	0.114990
20007	22737	0.362246
20007	22708	0.243072
20007	22701	0.174284
20007	22702	0.202999
20007	22696	0.234870
20007	22619	0.173068
20007	22673	0.114652
20007	22679	0.193419
20007	22670	0.130340
20007	22643	0.129066
20007	23069	0.110182
20007	23008	0.101078
20007	22890	0.144468
20007	23482	0.222794
20008	20009	0.513463
20008	20017	0.126241
20008	20025	0.167206
20008	20084	0.122252
20008	20141	0.170182
20008	21287	0.155295
20008	22632	0.232333
20009	20017	0.333711
20009	20025	0.105595
20009	20084	0.174946
20009	20141	0.144292
20009	20192	0.132827
20009	21921	0.104967
20010	20012	0.120380
20010	20038	0.110527
20010	20039	0.116054
20010	20060	0.143095
20010	20066	0.118587
20010	20075	0.124283
20010	20084	0.149283
20010	20092	0.121215
20010	20102	0.124308
20010	20100	0.119696
20010	20096	0.113473
20010	20138	0.186590
20010	20155	0.236652
20010	20147	0.117222
20010	20164	0.169887
20010	20186	0.109157
20010	20189	0.107744
20010	20178	0.138238
20010	20177	0.111550
20010	20219	0.158265
20010	20254	0.126562
20010	20249	0.108440
20010	20286	0.103294
20010	20258	0.101561
20010	20259	0.135296
20010	20312	0.103583
20010	20701	0.135233
20010	20655	0.145052
20010	20648	0.135552
20010	20743	0.148711
20010	21542	0.102078
20010	21735	0.105776
20010	21917	0.108177
20010	21807	0.121865
20010	22241	0.144201
20010	23435	0.122317
20010	23365	0.103941
20012	20068	0.162924
20012	20095	0.122074
20012	20155	0.217339
20012	20177	0.143725
20012	20200	0.105164
20012	20219	0.148881
20012	20225	0.157554
20012	20743	0.106295
20012	20839	0.117084
20012	21504	0.127235
20012	21777	0.106362
20012	21839	0.146102
20012	21805	0.107492
20012	22299	0.120280
20014	20096	0.134922
20014	20113	0.132245
20014	20171	0.158672
20014	20286	0.190480
20014	20290	0.224279
20014	20294	0.104126
20014	20324	0.189876
20014	20701	0.134708
20014	20652	0.103433
20017	20025	0.233659
20017	20027	0.116933
20017	20028	0.123228
20017	20044	0.148441
20017	20084	0.224705
20017	20102	0.112535
20017	20117	0.136368
20017	20141	0.315172
20017	20155	0.133145
20017	20192	0.299023
20017	20220	0.110927
20017	20312	0.115532
20017	20785	0.305711
20017	21199	0.141134
20017	21321	0.183210
20017	21771	0.114974
20017	21807	0.147096
20017	21921	0.151612
20017	22630	0.104435
20018	20020	0.122989
20018	20219	0.186716
20018	20244	0.740305
20018	20738	0.102217
20018	21761	0.261448
20020	20100	0.179063
20020	20219	0.174735
20020	20244	0.128614
20020	21912	0.103482
20020	22773	0.222220
20020	22774	0.185908
20020	23096	0.124298
20020	23481	0.247044
20020	23365	0.144636
20023	20060	0.112195
20023	20361	0.173586
20023	20648	0.206302
20023	20650	0.115148
20023	20660	0.135452
20023	20743	0.113110
20023	20817	0.738941
20023	20770	0.265950
20023	20891	0.714027
20023	20892	0.199489
20023	21247	0.176018
20023	22325	0.104157
20023	22609	0.100990
20023	22658	0.117998
20023	23431	0.105707
20022	20023	0.768798
20022	20660	0.136574
20022	20817	0.778263
20022	20770	0.618533
20022	20891	0.688404
20022	20892	0.206656
20025	20027	0.676727
20025	20028	0.118189
20025	20084	0.158782
20025	20103	0.119248
20025	20141	0.559246
20025	20155	0.112363
20025	20145	0.115193
20025	20191	0.145404
20025	20178	0.353538
20025	20200	0.113393
20025	20220	0.132090
20025	20215	0.424303
20025	20254	0.125753
20025	20243	0.105551
20025	20259	0.200851
20025	20312	0.121476
20025	20645	0.147467
20025	20754	0.108254
20025	20712	0.146943
20025	20785	0.476736
20025	20874	0.281361
20025	21287	0.130535
20025	21460	0.104417
20025	21782	0.114301
20025	21785	0.213555
20025	21855	0.117108
20025	21822	0.141759
20025	21807	0.238512
20025	22655	0.124246
20025	22630	0.331631
20025	23307	0.194265
20025	23488	0.199341
20025	23335	0.138720
20025	23344	0.102838
20025	23389	0.123725
20027	20028	0.104469
20027	20038	0.115533
20027	20066	0.130036
20027	20084	0.138947
20027	20103	0.146383
20027	20141	0.465246
20027	20145	0.131973
20027	20191	0.117661
20027	20178	0.199938
20027	20200	0.114415
20027	20220	0.114193
20027	20215	0.335323
20027	20254	0.188479
20027	20243	0.113864
20027	20312	0.100880
20027	20645	0.101964
20027	20712	0.102315
20027	20785	0.169315
20027	20874	0.112501
20027	21287	0.109717
20027	21782	0.145496
20027	21785	0.162993
20027	21711	0.114111
20027	21822	0.210598
20027	21807	0.172301
20027	22681	0.107169
20027	22630	0.285932
20029	20031	0.135149
20029	20035	0.268127
20029	20032	0.445960
20029	20557	0.128589
20029	20561	0.243611
20029	21921	0.112756
20028	20084	0.325299
20028	20141	0.147764
20028	20131	0.134242
20028	20155	0.125187
20028	20145	0.107953
20028	20164	0.103070
20028	20273	0.163993
20028	20272	0.127626
20028	20312	0.135809
20028	20595	0.104560
20028	20735	0.105109
20028	20777	0.178285
20028	20880	0.134985
20028	22241	0.134198
20028	22619	0.162005
20028	22682	0.104389
20031	20032	0.200476
20031	21187	0.153963
20030	20031	0.268699
20030	20032	0.660838
20030	20429	0.279268
20030	20484	0.193142
20030	20557	0.124205
20030	20554	0.203546
20030	20555	0.115925
20030	20617	0.137356
20030	20593	0.160286
20030	21111	0.137223
20030	21255	0.118906
20030	21254	0.376278
20030	21262	0.133784
20030	21267	0.156417
20035	20561	0.174396
20035	20570	0.115895
20032	20035	0.189990
20032	20429	0.216315
20032	20484	0.157468
20032	20557	0.164657
20032	20554	0.213305
20032	20555	0.112606
20032	20561	0.278851
20032	20617	0.126565
20032	20593	0.130959
20032	21111	0.117039
20032	21255	0.105751
20032	21254	0.328363
20032	21262	0.110480
20032	21267	0.134527
20038	20066	0.806793
20038	20155	0.125603
20038	20179	0.526262
