21202	20138
22313	22362
22337	22429
21584	21647
20202	20165
23103	23124
20044	22648
20028	22653
22567	22087
21346	21343
22168	22245
22578	22582
20919	20906
21898	20527
21341	21332
23076	23154
20669	20656
20918	21458
20542	22509
22052	22123
21938	22151
20110	20021
22663	20119
23230	23280
20225	23445
21459	21446
23015	22863
21026	21020
23158	23067
21343	21328
23130	23099
20085	22626
22887	22862
20315	20288
21657	21561
22704	22711
20489	22348
21194	22624
22975	23042
20512	20502
21169	20348
23073	23100
23070	23142
22630	20053
21113	21858
23273	20565
21559	21579
22874	20481
21854	21721
20208	23474
22220	21966
22385	22308
22664	21213
20611	21281
23193	23230
22058	20594
20237	20236
20833	20836
20762	20717
23077	23069
23400	23293
22543	22092
23134	23115
23073	23132
21575	21576
22917	23025
20476	20469
21593	21617
23466	20208
21629	21650
22355	22437
21567	21578
20251	20239
22840	23021
20502	20501
21834	21863
23166	23164
22647	20028
23357	23344
22729	20287
23109	23118
22088	22566
22349	22351
21254	23269
22746	20263
21344	21326
21337	21354
23177	23219
22604	22565
20200	23351
22311	22495
22844	22919
22643	20058
20452	20450
20094	22645
21377	23222
21577	21630
21568	21601
22728	20267
23095	23088
23223	20573
22482	22366
20657	20725
22171	22178
22724	20328
21314	22144
21848	21052
21900	20524
21168	21672
22905	23022
22718	20323
21474	21451
20042	20006
23120	23092
22844	22905
21071	21825
22692	20320
21119	20407
22603	22533
20834	20875
22473	22488
22862	22901
22530	22584
22033	22233
22950	22974
21636	21668
20132	22608
23166	23247
23088	23101
21651	21588
21759	21741
20286	22704
22013	21965
20553	23212
23527	20207
21347	21354
23198	21257
22089	22097
21805	20407
21270	22106
21344	21347
20763	20836
22784	20758
23083	23121
21951	22193
21708	20345
23339	23313
22960	22944
21758	20370
21576	21561
20105	20035
20701	20631
23377	23393
21354	21344
21281	21951
22324	22311
22664	20121
22666	20084
20275	22706
23269	23237
20449	20445
22435	22481
20609	21318
22054	22018
23128	23113
20022	20145
20333	21036
23118	23114
21639	21670
23090	23067
22509	20547
20923	21525
22426	22319
20808	20765
22299	22180
20829	20794
22431	22457
20454	20448
21201	22629
22116	22125
22970	22871
22608	22631
22852	22850
23246	23200
23265	21254
21653	21669
22811	20846
21890	20524
20501	20505
22198	21948
23425	23351
21082	21698
23125	23107
22901	22898
20871	20773
21124	21863
22426	22444
22764	22790
21396	21394
21435	21551
20450	20459
23408	21918
22598	22588
20821	20756
21460	21545
22240	20594
23398	23390
20283	20327
23487	23366
21231	20385
20461	20442
22673	20150
21581	21629
23192	21357
22457	22403
21900	21894
20183	20248
23130	23124
21483	21520
23471	23320
22500	20496
20145	22615
23093	23143
20154	22677
22853	23025
22344	22466
22737	20297
20373	21673
22494	22484
23080	23140
22778	20758
21623	21626
23075	23092
21607	21642
22541	22569
20022	20008
22935	22933
22144	21289
23511	23320
20147	20143
21616	21604
21334	21352
22924	22938
21098	21064
20974	21403
22828	20734
22636	20107
23151	23104
20023	20075
22919	22887
20550	22515
20327	22742
22817	22835
20572	23256
21987	20610
22699	22728
21095	21183
21896	20526
22531	22596
23360	23449
23011	22986
21565	21667
21650	21646
23427	23506
20815	20756
21407	21471
20649	20885
20089	22612
20517	20511
23097	23121
21402	21536
22344	22370
21558	21590
23001	22901
21667	21645
21044	20419
20875	20854
20083	20153
20405	21033
22063	22022
20122	22633
20014	20009
20903	21496
21870	21837
23291	23289
21511	21536
22039	22122
22157	21308
20455	20459
22759	20624
22623	20139
22124	22301
22071	22237
22506	20540
20593	20581
20827	20778
20278	20263
23088	23115
22958	23027
23533	23372
20944	21472
21590	21650
20462	20446
20048	20031
23034	23014
23099	23119
20451	20448
23173	23256
21732	21109
20443	20450
21663	21645
20279	22744
21411	21535
22660	20033
22993	23029
21221	21761
21629	21610
20223	20227
21615	21564
20474	20470
20279	20317
22100	22528
21096	21039
22867	23013
20865	20758
22455	22396
22473	20496
21353	21337
21352	21324
22402	22449
21823	21804
23119	23089
22530	22532
22936	22890
22470	22432
22175	20583
23472	23444
20464	20476
23103	23109
20561	23186
21334	21337
23112	23123
23124	23101
23302	23432
21567	21596
20558	21371
21058	21038
20264	20267
22741	22704
22748	20270
20181	23456
21919	23466
22482	22450
22728	20291
20449	20472
22416	22391
21666	21668
20472	20439
22378	22457
22325	22369
20744	20871
22550	22085
22511	22516
20308	20307
20714	22781
22381	22453
23276	23180
23139	23092
22532	22589
23510	20236
20513	20522
21500	21484
21336	21324
23169	23208
22514	20544
23227	23248
22318	22483
22238	22254
21116	21741
20252	20212
20472	20474
22979	23033
21599	21648
20905	20906
22763	20649
22596	22576
21351	21326
20276	20321
22207	22189
22520	22575
20876	22813
22550	22518
22625	22644
20306	20298
20531	20528
22649	22687
23097	23109
23002	22897
21019	21074
23236	21265
20477	20470
23329	23387
22538	22096
23454	23508
23099	23140
21835	21737
23428	23437
20520	20508
22611	20048
21354	21332
22984	23049
23293	23334
21345	21335
22453	22404
22485	22412
23255	23214
21339	21356
21355	21339
23310	23385
20649	20805
20290	22747
22297	21282
21901	20530
21403	21440
21408	20983
20555	23205
20307	22689
22123	21313
23079	23076
21121	21700
22521	22532
20809	20989
22580	22537
21320	20610
22214	22192
22262	21938
22759	20879
22919	22940
21805	20416
21541	21509
20589	22251
21448	21555
20777	20734
21339	21332
20530	21896
23197	20560
20118	20133
22950	22866
21498	20962
23226	20559
22163	21945
22287	22250
21707	21828
21622	21635
23139	23067
20646	22799
20501	20516
21366	23226
22979	22858
22952	22851
